set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
dsk,164,Violent Urge,{R},1.0,Instant,uncommon,R,25.3,0.5309967515814669,-0.007995728072391128,0.5204224771020711,0.5384795048464324,8.058000305064063,5.720696300617041,29245,,,"Target creature gets +1/+0 and gains first strike until end of turn. Delirium — If there are four or more card types among cards in your graveyard, that creature gains double strike until end of turn.",https://scryfall.com/card/dsk/164/violent-urge?utm_source=api,https://cards.scryfall.io/small/front/a/4/a47c968b-1edd-45ac-a67c-311647e7e2fc.jpg?1726286465
dsk,127,Boilerbilges Ripper,{4}{R},5.0,Creature — Human Assassin,common,R,24.9,0.5309960830015215,0.0002481367970212922,0.5105075172356508,0.544080203691916,11.070067342673582,7.780063769963185,30891,,,"When this creature enters, you may sacrifice another creature or enchantment. When you do, this creature deals 2 damage to any target.",https://scryfall.com/card/dsk/127/boilerbilges-ripper?utm_source=api,https://cards.scryfall.io/small/front/1/a/1a68009c-83cd-455f-81e9-bdd720d23a43.jpg?1726286321
dsk,161,Untimely Malfunction,{1}{R},2.0,Instant,uncommon,R,22.3,0.5288035450516987,0.0011799899411134573,0.5104354084202951,0.5415935855675269,9.554682805391021,6.439798005762084,13540,,,Choose one — • Destroy target artifact. • Change the target of target spell or ability with a single target. • One or two target creatures can't block this turn.,https://scryfall.com/card/dsk/161/untimely-malfunction?utm_source=api,https://cards.scryfall.io/small/front/8/5/857bfb0e-17dc-4dda-bc37-3df927a9eae6.jpg?1726286456
dsk,154,Ripchain Razorkin,{3}{R},4.0,Creature — Human Berserker,common,R,21.1,0.5281168563982993,-0.003191460259748702,0.5047788209422313,0.5440286027334064,11.143545062165819,7.734762843464617,29164,,,"Reach {2}{R}, Sacrifice a land: Draw a card.",https://scryfall.com/card/dsk/154/ripchain-razorkin?utm_source=api,https://cards.scryfall.io/small/front/e/f/effad662-3309-434c-addc-4394db1f359c.jpg?1726286423
dsk,149,Pyroclasm,{1}{R},2.0,Sorcery,uncommon,R,18.1,0.5236896815844184,0.026983912662676468,0.500131717597471,0.5404267265581134,8.380255700540397,5.82264299437513,18278,,,Pyroclasm deals 2 damage to each creature.,https://scryfall.com/card/dsk/149/pyroclasm?utm_source=api,https://cards.scryfall.io/small/front/4/3/4391b0af-2f26-4a45-9e2a-5bd8e9838107.jpg?1726286406
dsk,141,Infernal Phantom,{3}{R},4.0,Creature — Spirit,uncommon,R,11.7,0.5123139989025531,-0.011403184868329919,0.49888339448077845,0.5214444504690127,6.9441810805039506,4.998156882571661,30981,,,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +2/+0 until end of turn. When this creature dies, it deals damage equal to its power to any target.",https://scryfall.com/card/dsk/141/infernal-phantom?utm_source=api,https://cards.scryfall.io/small/front/f/0/f0c5999f-a185-4fc7-86fa-c4e5b091e768.jpg?1726286374
dsk,125,Bedhead Beastie,{4}{R}{R},6.0,Creature — Beast,common,R,9.8,0.5097401815598738,-0.014932841398263341,0.4885337039610841,0.5248340958740365,10.628135313531352,7.249365263550731,41529,,,"Menace (This creature can't be blocked except by two or more creatures.) Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/dsk/125/bedhead-beastie?utm_source=api,https://cards.scryfall.io/small/front/7/7/77c72b5b-dd81-4eb4-80d9-a0124e27e1dc.jpg?1726286314
dsk,131,Cursed Recording,{2}{R}{R},4.0,Artifact,rare,R,4.5,0.5012578616352201,-0.025020293531029414,0.4980015987210232,0.5033696215655781,7.720207674211081,5.572343847616009,6360,,,"Whenever you cast an instant or sorcery spell, put a time counter on this artifact. Then if there are seven or more time counters on it, remove those counters and it deals 20 damage to you. {T}: When you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",https://scryfall.com/card/dsk/131/cursed-recording?utm_source=api,https://cards.scryfall.io/small/front/d/1/d13a247c-c941-488a-b13b-bffb1f1f368a.jpg?1726286337
dsk,129,Charred Foyer // Warped Space,{3}{R} // {4}{R}{R},10.0,Enchantment — Room // Enchantment — Room,mythic,R,4.2,0.4977810650887574,-0.011530747610781433,0.4825347758887172,0.5078941972524093,3.415390896101245,3.0089981345330847,8112,,,"At the beginning of your upkeep, exile the top card of your library. You may play it this turn. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // Once each turn, you may pay {0} rather than pay the mana cost for a spell you cast from exile. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/129/charred-foyer-warped-space?utm_source=api,https://cards.scryfall.io/small/front/a/1/a128e6d1-b90f-45a1-b587-f8c29bd0ec8c.jpg?1726867813
dsk,151,Rampaging Soulrager,{2}{R},3.0,Creature — Spirit,common,R,3.4,0.4944608567208272,0.004192706635719745,0.47003555104113764,0.5105151886057638,11.516210409817388,8.124553475102491,29788,,,This creature gets +3/+0 as long as there are two or more unlocked doors among Rooms you control.,https://scryfall.com/card/dsk/151/rampaging-soulrager?utm_source=api,https://cards.scryfall.io/small/front/5/6/569c914b-95af-428f-a142-6f20e418bc59.jpg?1726286414
dsk,143,Leyline of Resonance,{2}{R}{R},4.0,Enchantment,rare,R,,,,,,9.174383576927369,5.851531949071087,201,,,"If this card is in your opening hand, you may begin the game with it on the battlefield. Whenever you cast an instant or sorcery spell that targets only a single creature you control, copy that spell. You may choose new targets for the copy.",https://scryfall.com/card/dsk/143/leyline-of-resonance?utm_source=api,https://cards.scryfall.io/small/front/9/2/92c5f0e3-345a-40a8-9cda-565a62156692.jpg?1731574465
dsk,204,Valgavoth's Onslaught,{X}{X}{G},1.0,Sorcery,rare,G,99.6,0.6608793131732925,0.14289178343336306,0.6352337206160498,0.6783187873220028,1.4016047297297298,1.416479090155195,36574,,,"Manifest dread X times, then put X +1/+1 counters on each of those creatures. (To manifest dread, look at the top two cards of your library, then put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",https://scryfall.com/card/dsk/204/valgavoths-onslaught?utm_source=api,https://cards.scryfall.io/small/front/7/d/7d4ba274-3c6f-4e12-ba2c-a81c3da3f7e2.jpg?1726286630
dsk,202,"Tyvar, the Pummeler",{1}{G}{G},3.0,Legendary Creature — Elf Warrior,mythic,G,97.7,0.6342531175378084,0.10051489363651245,0.6240817630150112,0.641479464488314,1.4790064102564102,1.4993900410336032,15076,,,"Tap another untapped creature you control: Tyvar gains indestructible until end of turn. Tap it. {3}{G}{G}: Creatures you control get +X/+X until end of turn, where X is the greatest power among creatures you control.",https://scryfall.com/card/dsk/202/tyvar-the-pummeler?utm_source=api,https://cards.scryfall.io/small/front/5/f/5f7687b1-630a-4e95-89c7-eaf456d8cb68.jpg?1726286622
dsk,203,Under the Skin,{2}{G},3.0,Sorcery,uncommon,G,90.2,0.6027614537570606,0.06701276578788495,0.5789253314724354,0.6192433893070836,3.147881194581951,2.768230589366491,87635,,,Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) You may return a permanent card from your graveyard to your hand.,https://scryfall.com/card/dsk/203/under-the-skin?utm_source=api,https://cards.scryfall.io/small/front/0/a/0aaf1ad3-00ad-48ec-a71f-812649d55e14.jpg?1726286622
dsk,168,Balustrade Wurm,{3}{G}{G},5.0,Creature — Wurm,rare,G,83.8,0.5877901625933122,0.04181202426675956,0.5653206650831354,0.6028833551769331,1.6406653746770026,1.6370975829906729,29337,,,"This spell can't be countered. Trample, haste Delirium — {2}{G}{G}: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only if there are four or more card types among cards in your graveyard and only as a sorcery.",https://scryfall.com/card/dsk/168/balustrade-wurm?utm_source=api,https://cards.scryfall.io/small/front/7/6/76610e6e-b60f-494f-bb11-68371eb494f2.jpg?1726286482
dsk,200,Threats Around Every Corner,{3}{G},4.0,Enchantment,uncommon,G,83.4,0.5847625421790903,0.054800885814957234,0.5896407572307378,0.5813689561413878,3.6401596561252685,3.1492522024175376,71718,,,"When this enchantment enters, manifest dread. Whenever a face-down permanent you control enters, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",https://scryfall.com/card/dsk/200/threats-around-every-corner?utm_source=api,https://cards.scryfall.io/small/front/7/2/7201ee12-9104-48d8-aeec-08a318c8ee10.jpg?1726286614
dsk,201,Twitching Doll,{1}{G},2.0,Artifact Creature — Spider Toy,rare,G,82.3,0.5803675767555508,0.05440977911043199,0.6046875,0.5619752472168668,1.7481487509154527,1.7306669200076001,28239,,,"{T}: Add one mana of any color. Put a nest counter on this creature. {T}, Sacrifice this creature: Create a 2/2 green Spider creature token with reach for each counter on this creature. Activate only as a sorcery.",https://scryfall.com/card/dsk/201/twitching-doll?utm_source=api,https://cards.scryfall.io/small/front/4/1/416c025b-e40e-4d95-a774-ba3961f43808.jpg?1726286615
dsk,195,Patchwork Beastie,{G},1.0,Artifact Creature — Beast,uncommon,G,81.9,0.5796468816244561,0.030764280712057834,0.6041266179674484,0.5607774375185222,4.425376241746475,3.7180892119526034,71704,,,"Delirium — This creature can't attack or block unless there are four or more card types among cards in your graveyard. At the beginning of your upkeep, you may mill a card. (You may put the top card of your library into your graveyard.)",https://scryfall.com/card/dsk/195/patchwork-beastie?utm_source=api,https://cards.scryfall.io/small/front/8/9/895de583-36d2-43fd-927f-8876d4302c73.jpg?1726286592
dsk,192,Omnivorous Flytrap,{2}{G},3.0,Creature — Plant,rare,G,80.4,0.5774993189866522,0.03962678689446697,0.5481481481481482,0.5978217022993142,1.713112113402062,1.6853645346836439,29368,,,"Delirium — Whenever this creature enters or attacks, if there are four or more card types among cards in your graveyard, distribute two +1/+1 counters among one or two target creatures. Then if there are six or more card types among cards in your graveyard, double the number of +1/+1 counters on those creatures.",https://scryfall.com/card/dsk/192/omnivorous-flytrap?utm_source=api,https://cards.scryfall.io/small/front/4/3/4370a197-68cc-46dd-bf0a-e9dab4ff6638.jpg?1726286582
dsk,182,Hauntwoods Shrieker,{1}{G}{G},3.0,Creature — Beast Mutant,mythic,G,80.0,0.5773096106603142,0.04047709940146793,0.5813210227272727,0.5744135367260608,1.5550985432733504,1.5407533517769738,13433,,,"Whenever this creature attacks, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) {1}{G}: Reveal target face-down permanent. If it's a creature card, you may turn it face up.",https://scryfall.com/card/dsk/182/hauntwoods-shrieker?utm_source=api,https://cards.scryfall.io/small/front/7/4/744ef0bc-9973-450e-a0c4-056d8244f357.jpg?1726286542
dsk,199,Spineseeker Centipede,{2}{G},3.0,Creature — Insect,common,G,74.7,0.5738240370540298,0.03357498607308118,0.5622769862662046,0.5823777739745565,5.138644632176112,4.04496464696062,183084,,,"When this creature enters, search your library for a basic land card, reveal it, put it into your hand, then shuffle. Delirium — This creature gets +1/+2 and has vigilance as long as there are four or more card types among cards in your graveyard.",https://scryfall.com/card/dsk/199/spineseeker-centipede?utm_source=api,https://cards.scryfall.io/small/front/b/5/b50d697c-8358-429b-8f79-7ad9d01a5edd.jpg?1726286608
dsk,186,Insidious Fungus,{G},1.0,Creature — Fungus,uncommon,G,67.9,0.5666399160442003,0.024962868479829647,0.5638884855524902,0.5686748281786942,4.819596793130053,3.7392692171938062,64796,,,"{2}, Sacrifice this creature: Choose one — • Destroy target artifact. • Destroy target enchantment. • Draw a card. Then you may put a land card from your hand onto the battlefield tapped.",https://scryfall.com/card/dsk/186/insidious-fungus?utm_source=api,https://cards.scryfall.io/small/front/d/6/d60d2e62-06da-410a-81ed-6cebb2632fb6.jpg?1726286558
dsk,176,Enduring Vitality,{1}{G}{G},3.0,Enchantment Creature — Elk Glimmer,rare,G,66.4,0.565755799554198,0.04232739443196276,0.5672189701359261,0.5647133667915459,2.0405049495958587,1.9562567377062774,24226,,,"Vigilance Creatures you control have ""{T}: Add one mana of any color."" When Enduring Vitality dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",https://scryfall.com/card/dsk/176/enduring-vitality?utm_source=api,https://cards.scryfall.io/small/front/9/d/9d76a30c-0431-4334-892a-9822dda9671a.jpg?1726286517
dsk,194,Overlord of the Hauntwoods,{3}{G}{G},5.0,Enchantment Creature — Avatar Horror,mythic,G,66.0,0.5655901915217566,0.04463842454056921,0.5701685613484908,0.5624237494916633,1.5048666186012978,1.501212789415656,12479,,,"Impending 4—{1}{G}{G} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.) Whenever this permanent enters or attacks, create a tapped colorless land token named Everywhere that is every basic land type.",https://scryfall.com/card/dsk/194/overlord-of-the-hauntwoods?utm_source=api,https://cards.scryfall.io/small/front/0/5/05d08ff1-edcc-4c76-96e0-683b3da36ebb.jpg?1726286590
dsk,191,Monstrous Emergence,{1}{G},2.0,Sorcery,common,G,65.7,0.5641583493653889,0.023994937521421456,0.5453395925205874,0.5771518372603158,5.436227903373477,4.090984135018046,154898,,,"As an additional cost to cast this spell, choose a creature you control or reveal a creature card from your hand. Monstrous Emergence deals damage equal to the power of the creature you chose or the card you revealed to target creature.",https://scryfall.com/card/dsk/191/monstrous-emergence?utm_source=api,https://cards.scryfall.io/small/front/b/9/b999eb47-b842-47f1-be91-c79fc46e1896.jpg?1726328518
dsk,189,Manifest Dread,{1}{G},2.0,Sorcery,common,G,64.5,0.563495294568841,0.019481830738196426,0.559219887837951,0.566628835516293,6.621573331334183,4.926867995969342,169485,,,Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),https://scryfall.com/card/dsk/189/manifest-dread?utm_source=api,https://cards.scryfall.io/small/front/a/6/a649265b-6c32-49e7-b6cb-6086c40d26e8.jpg?1726286570
dsk,170,Break Down the Door,{2}{G},3.0,Instant,uncommon,G,60.8,0.5587665607809715,0.01982422162264963,0.536138202162244,0.5744859641290933,4.909203896540141,3.8144686989743346,64535,,,Choose one — • Exile target artifact. • Exile target enchantment. • Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),https://scryfall.com/card/dsk/170/break-down-the-door?utm_source=api,https://cards.scryfall.io/small/front/2/0/209e9bbc-a15d-47fc-b149-6b0c57dd09ea.jpg?1726286491
dsk,206,Wary Watchdog,{1}{G},2.0,Creature — Dog,common,G,60.4,0.5572064798416502,0.013757155730018455,0.5597605111478486,0.5552226374058606,6.8523244473342,4.973198205532191,153584,,,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",https://scryfall.com/card/dsk/206/wary-watchdog?utm_source=api,https://cards.scryfall.io/small/front/2/5/25ed97f2-b47e-49b7-9b1a-694c4bbeca3b.jpg?1726286637
dsk,197,Say Its Name,{1}{G},2.0,Sorcery,common,G,60.0,0.556773682124455,0.0140379536500157,0.5408049604574314,0.5686735653809972,7.133718562264535,5.328492173129344,126150,,,"Mill three cards. Then you may return a creature or land card from your graveyard to your hand. Exile this card and two other cards named Say Its Name from your graveyard: Search your graveyard, hand, and/or library for a card named Altanak, the Thrice-Called and put it onto the battlefield. If you search your library this way, shuffle. Activate only as a sorcery.",https://scryfall.com/card/dsk/197/say-its-name?utm_source=api,https://cards.scryfall.io/small/front/9/4/94c58683-b5f2-4863-9562-6f6be1ec21fe.jpg?1726286600
dsk,173,Coordinated Clobbering,{G},1.0,Sorcery,uncommon,G,59.2,0.5562466642033091,0.027039133737012278,0.5453519971286469,0.5635205915579747,4.991347146145908,3.811880471163749,48714,,,Tap one or two target untapped creatures you control. They each deal damage equal to their power to target creature an opponent controls.,https://scryfall.com/card/dsk/173/coordinated-clobbering?utm_source=api,https://cards.scryfall.io/small/front/d/4/d498cd5d-5807-4297-bc8a-c0941f2f5ce2.jpg?1726286504
dsk,175,Defiant Survivor,{2}{G},3.0,Creature — Human Survivor,uncommon,G,54.0,0.5529285425065578,0.014945210609422332,0.559191768935168,0.5482792466719834,3.8949978523175446,3.1398802705367905,56803,,,"Survival — At the beginning of your second main phase, if this creature is tapped, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",https://scryfall.com/card/dsk/175/defiant-survivor?utm_source=api,https://cards.scryfall.io/small/front/3/2/327772f3-5a87-47af-9308-c1119ad2711d.jpg?1726286512
dsk,169,Bashful Beastie,{4}{G},5.0,Creature — Beast,common,G,50.2,0.5506108133357612,0.01056297039259535,0.533881858246068,0.5613799924519463,7.99960870132317,5.62773164787045,126307,,,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",https://scryfall.com/card/dsk/169/bashful-beastie?utm_source=api,https://cards.scryfall.io/small/front/c/2/c20fa7ee-a4c2-4eb0-9467-195f3b894fa0.jpg?1726286489
dsk,207,Wickerfolk Thresher,{3}{G},4.0,Artifact Creature — Scarecrow,uncommon,G,49.1,0.5498278055288387,0.0072524297359809475,0.5355905091975474,0.5596126161497186,3.5674531155474893,2.9288704698270394,64462,,,"Delirium — Whenever this creature attacks, if there are four or more card types among cards in your graveyard, look at the top card of your library. If it's a land card, you may put it onto the battlefield. If you don't put the card onto the battlefield, put it into your hand.",https://scryfall.com/card/dsk/207/wickerfolk-thresher?utm_source=api,https://cards.scryfall.io/small/front/b/3/b3a74892-20cd-47f7-b514-a4c7f14cca8b.jpg?1726286638
dsk,193,Overgrown Zealot,{1}{G},2.0,Creature — Elf Druid,uncommon,G,47.9,0.5492422845765275,0.020147554249155375,0.5683621091927205,0.5345462845218298,4.465927038791941,3.5112120651858114,54242,,,{T}: Add one mana of any color. {T}: Add two mana of any one color. Spend this mana only to turn permanents face up.,https://scryfall.com/card/dsk/193/overgrown-zealot?utm_source=api,https://cards.scryfall.io/small/front/9/6/96d68d29-499a-4864-be18-bd98fda0d173.jpg?1726286585
dsk,190,Moldering Gym // Weight Room,{2}{G} // {5}{G},9.0,Enchantment — Room // Enchantment — Room,common,G,45.3,0.5464179077137257,0.02185887916423379,0.5371023168163175,0.5529753265602322,7.331877516560592,5.121250627900153,109182,,,"When you unlock this door, search your library for a basic land card, put it onto the battlefield tapped, then shuffle. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, manifest dread, then put three +1/+1 counters on that creature. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/190/moldering-gym-weight-room?utm_source=api,https://cards.scryfall.io/small/front/2/4/245d5a61-c40c-4039-aea8-3ad61415b8f0.jpg?1726780702
dsk,185,House Cartographer,{1}{G},2.0,Creature — Human Scout Survivor,uncommon,G,44.9,0.5463163317877383,0.011741451266683245,0.5642010586967724,0.5322687467804842,5.104594896397701,3.833583136679635,48525,,,"Survival — At the beginning of your second main phase, if this creature is tapped, reveal cards from the top of your library until you reveal a land card. Put that card into your hand and the rest on the bottom of your library in a random order.",https://scryfall.com/card/dsk/185/house-cartographer?utm_source=api,https://cards.scryfall.io/small/front/2/a/2a534918-a009-4f7d-87c9-5ef600b6e7c2.jpg?1726286553
dsk,178,Flesh Burrower,{1}{G},2.0,Creature — Insect,common,G,41.5,0.5436666277109037,0.008685755396136363,0.5395009995386745,0.5468643942747529,7.493251023541453,5.213689821965497,119794,,,"Deathtouch Whenever this creature attacks, another target creature you control gains deathtouch until end of turn.",https://scryfall.com/card/dsk/178/flesh-burrower?utm_source=api,https://cards.scryfall.io/small/front/6/0/60499c90-a512-4abb-98eb-0735a7138421.jpg?1726286526
dsk,196,Rootwise Survivor,{3}{G}{G},5.0,Creature — Human Survivor,uncommon,G,40.0,0.542453868158813,0.011797161031517622,0.5284520807061791,0.5517439732259583,6.982297751814481,4.905966108753937,31811,,,"Haste Survival — At the beginning of your second main phase, if this creature is tapped, put three +1/+1 counters on up to one target land you control. That land becomes a 0/0 Elemental creature in addition to its other types. It gains haste until your next turn.",https://scryfall.com/card/dsk/196/rootwise-survivor?utm_source=api,https://cards.scryfall.io/small/front/d/8/d843c242-088f-4131-9e52-7ee2d0db5e20.jpg?1726286598
dsk,198,Slavering Branchsnapper,{4}{G}{G},6.0,Creature — Lizard,common,G,39.6,0.5422174720144006,-0.001792592754249478,0.5205895003735314,0.5575061210773096,8.42412687977648,5.728569383502657,106662,,,"Trample Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/dsk/198/slavering-branchsnapper?utm_source=api,https://cards.scryfall.io/small/front/5/e/5ed7ca4d-5895-4074-8315-656363d14862.jpg?1726286606
dsk,166,"Altanak, the Thrice-Called",{5}{G}{G},7.0,Legendary Creature — Insect Beast,uncommon,G,38.9,0.54156057140391,0.000388644992648568,0.5146085997794928,0.5588965321608397,4.241031759091657,3.4090917698746352,46342,,,"Trample Whenever Altanak becomes the target of a spell or ability an opponent controls, draw a card. {1}{G}, Discard this card: Return target land card from your graveyard to the battlefield tapped.",https://scryfall.com/card/dsk/166/altanak-the-thrice-called?utm_source=api,https://cards.scryfall.io/small/front/8/0/807b0674-8eba-4204-b6b6-fa2b785a79e9.jpg?1726286473
dsk,171,Cathartic Parting,{1}{G},2.0,Sorcery,uncommon,G,38.5,0.5413366033108522,0.012399213767090078,0.5146697765774614,0.5590818118694605,7.57993027028893,5.521086490350251,40775,,,The owner of target artifact or enchantment an opponent controls shuffles it into their library. You may shuffle up to four target cards from your graveyard into your library.,https://scryfall.com/card/dsk/171/cathartic-parting?utm_source=api,https://cards.scryfall.io/small/front/6/a/6afc250a-854d-4555-ba78-db9283fa7c22.jpg?1726286497
dsk,179,Frantic Strength,{2}{G},3.0,Enchantment — Aura,common,G,30.9,0.536205501618123,0.013517892543079335,0.5143840668797639,0.5514516406115788,11.162847450586728,7.667539573574544,29664,,,Flash Enchant creature Enchanted creature gets +2/+2 and has trample.,https://scryfall.com/card/dsk/179/frantic-strength?utm_source=api,https://cards.scryfall.io/small/front/b/b/bbd9d35d-7fd0-4193-9f7e-b8a59fae4ac5.jpg?1726286529
dsk,184,Horrid Vigor,{1}{G},2.0,Instant,common,G,30.6,0.5358973640718228,0.016703590796614987,0.5213997123878655,0.5459328782707622,10.686006209834645,7.247566834783755,35699,,,Target creature gains deathtouch and indestructible until end of turn.,https://scryfall.com/card/dsk/184/horrid-vigor?utm_source=api,https://cards.scryfall.io/small/front/c/1/c175c998-7b80-4187-bdbc-5b6e0d7eac91.jpg?1726286550
dsk,180,Grasping Longneck,{2}{G},3.0,Enchantment Creature — Horror,common,G,29.8,0.5348345132049842,-0.0022778225002572094,0.5232695414440164,0.5432235092621805,9.45367102736241,6.450974329888334,76562,,,"Reach When this creature dies, you gain 2 life.",https://scryfall.com/card/dsk/180/grasping-longneck?utm_source=api,https://cards.scryfall.io/small/front/7/f/7fddcd48-3efe-4b56-9d69-9659b3dc6021.jpg?1726286534
dsk,183,Hedge Shredder,{2}{G}{G},4.0,Artifact — Vehicle,rare,G,23.8,0.5299459041731066,0.005515503374836195,0.5289344946903711,0.530633774243285,2.4905716260242867,2.355864604286606,20704,,,"Whenever this Vehicle attacks, you may mill two cards. Whenever one or more land cards are put into your graveyard from your library, put them onto the battlefield tapped. Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",https://scryfall.com/card/dsk/183/hedge-shredder?utm_source=api,https://cards.scryfall.io/small/front/3/9/39e83502-2ffd-4169-94e3-116701323ed5.jpg?1726286545
dsk,177,Fear of Exposure,{2}{G},3.0,Enchantment Creature — Nightmare,uncommon,G,21.5,0.5283369053668884,-0.010865623636123756,0.5156706141558799,0.5368211334120425,5.244218073711362,3.9135523549530893,45259,,,"As an additional cost to cast this spell, tap two untapped creatures and/or lands you control. Trample",https://scryfall.com/card/dsk/177/fear-of-exposure?utm_source=api,https://cards.scryfall.io/small/front/9/3/93bb4abc-5af1-4cf5-919b-244b6a36f8ec.jpg?1726286520
dsk,172,Cautious Survivor,{3}{G},4.0,Creature — Elf Survivor,common,G,19.2,0.5245016301236903,-0.00561071461982765,0.5127662149080349,0.5327019828351583,10.435901621503971,7.026916173206958,40181,,,"Survival — At the beginning of your second main phase, if this creature is tapped, you gain 2 life.",https://scryfall.com/card/dsk/172/cautious-survivor?utm_source=api,https://cards.scryfall.io/small/front/e/e/ee2b4c1a-e058-4e06-bc46-e250fd9c9b54.jpg?1726286500
dsk,174,Cryptid Inspector,{2}{G},3.0,Creature — Elf Warrior,common,G,18.9,0.5241988899801293,-0.010499976359509389,0.5145016453789949,0.5309236481782316,8.532087637566674,5.90846299723536,87566,,,"Vigilance Whenever a face-down permanent you control enters and whenever this creature or another permanent you control is turned face up, put a +1/+1 counter on this creature.",https://scryfall.com/card/dsk/174/cryptid-inspector?utm_source=api,https://cards.scryfall.io/small/front/8/2/820c2932-2e23-4f67-92d0-a630aec6f1b4.jpg?1726286509
dsk,205,Walk-In Closet // Forgotten Cellar,{2}{G} // {3}{G}{G},8.0,Enchantment — Room // Enchantment — Room,mythic,G,6.8,0.5041646251837335,0.021579346907252384,0.4666666666666667,0.5259488768396592,6.864768683274021,4.668048691498889,2041,,,"You may play lands from your graveyard. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, you may cast spells from your graveyard this turn, and if a card would be put into your graveyard from anywhere this turn, exile it instead. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/205/walk-in-closet-forgotten-cellar?utm_source=api,https://cards.scryfall.io/small/front/0/a/0adcd4e5-d542-4293-8774-ace2305ef820.jpg?1726867658
dsk,187,"Kona, Rescue Beastie",{3}{G},4.0,Legendary Creature — Beast Survivor,rare,G,6.0,0.5034836536252967,-0.005097015093080026,0.48863846295954183,0.5139905857740585,2.9771555927009334,2.6218687996031744,13061,,,"Survival — At the beginning of your second main phase, if Kona is tapped, you may put a permanent card from your hand onto the battlefield.",https://scryfall.com/card/dsk/187/kona-rescue-beastie?utm_source=api,https://cards.scryfall.io/small/front/6/f/6f035294-2787-4719-8520-227bf03e84e7.jpg?1726286561
dsk,167,Anthropede,{3}{G},4.0,Creature — Insect,common,G,4.9,0.5024437110990434,-0.018721413001126175,0.4775980087118855,0.5191998321326152,11.044712990936556,7.454299044294788,23939,,,"Reach When this creature enters, you may discard a card or pay {2}. When you do, destroy target Room.",https://scryfall.com/card/dsk/167/anthropede?utm_source=api,https://cards.scryfall.io/small/front/5/1/51216ab0-9806-4faa-afbd-143e95dc255b.jpg?1726286480
