set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,expert_grade,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
msh,151,The Scarlet Witch,{2}{R},3.0,Legendary Creature — Mutant Warlock Hero,rare,R,,D+,,,,,6.2354988399071924,4.5257966616084975,495,,,"Instant and sorcery spells you cast with mana value 4 or greater cost {X} less to cast, where X is The Scarlet Witch's power.",https://scryfall.com/card/msh/151/the-scarlet-witch?utm_source=api,https://cards.scryfall.io/small/front/4/0/407e8993-e56d-477d-ab85-d10a2522eab3.jpg?1780413670
msh,174,Ka-Zar of the Savage Land,{4}{G},5.0,Legendary Creature — Human Barbarian Hero,uncommon,G,4.5,B+,0.6083945001550708,0.050384292186761215,0.5852703055628101,0.6235455167693361,3.100735294117647,2.824701955174058,9673,,,"You may look at the top card of your library any time. You may play lands from the top of your library. When Ka-Zar enters, create Zabu, a legendary 2/2 green Cat creature token with ""Landfall — Whenever a land you control enters, put a +1/+1 counter on Zabu.""",https://scryfall.com/card/msh/174/ka-zar-of-the-savage-land?utm_source=api,https://cards.scryfall.io/small/front/c/a/caf70fc5-87a0-4b4d-bedd-74dd09569bed.jpg?1780658523
msh,188,"She-Hulk, Jade Defender",{3}{G},4.0,Legendary Creature — Gamma Hero,uncommon,G,4.5,C,0.6085240726124704,0.04918444997096105,0.5827943078913325,0.6261640798226165,4.469423412929528,3.6995004573277983,7602,,,"Reach, trample Power-up — {4}{G}{G}: Destroy up to one target artifact or enchantment. Put a +1/+1 counter on She-Hulk. (Activate each power-up ability only once. Reduce the cost by her mana cost if she entered this turn.)",https://scryfall.com/card/msh/188/she-hulk-jade-defender?utm_source=api,https://cards.scryfall.io/small/front/d/2/d22a8d02-023c-4f71-a771-16b5aa2a05d7.jpg?1780920100
msh,193,The Unbeatable Squirrel Girl,{1}{G}{G}{G},4.0,Legendary Creature — Squirrel Human Hero,rare,G,4.5,B+,0.6064516129032258,0.05921962696297978,0.5973826020015397,0.6124744376278118,2.032371569317382,2.107201578428149,3255,,,"Do You Like Squirrels? — Whenever The Unbeatable Squirrel Girl enters or attacks, create a 1/1 green Squirrel creature token. I LOVE Squirrels! — {1}{G}{G}{G}: Create X 1/1 green Squirrel creature tokens, where X is the number of Squirrels you control.",https://scryfall.com/card/msh/193/the-unbeatable-squirrel-girl?utm_source=api,https://cards.scryfall.io/small/front/d/8/d8b94ebb-0b3a-4e68-8c0c-3a61ac32f3ef.jpg?1780413721
msh,165,Earth's Mightiest Heroes,{4}{G}{G},6.0,Sorcery,mythic,G,4.0,D-,0.598443579766537,0.04710429405225125,0.58,0.6101910828025477,2.1866666666666665,2.206439393939394,1285,,,"Teamwork 5 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 5 or more.) Reveal the top eight cards of your library. You may put a creature card from among them onto the battlefield. If this spell was cast using teamwork, put any number of creature cards from among them onto the battlefield instead. Put the rest into your graveyard.",https://scryfall.com/card/msh/165/earths-mightiest-heroes?utm_source=api,https://cards.scryfall.io/small/front/b/3/b38b9bd6-1dd7-4bbc-8a82-ce391c1172e1.jpg?1780658507
msh,180,Punishing Punch,{2}{G},3.0,Instant,uncommon,G,4.0,B-,0.6013553679705148,0.04970960654278522,0.5765550239234449,0.6177225182553779,3.886100386100386,3.25564738292011,8411,,,This spell costs {2} less to cast if there are two or more creature cards in your graveyard. Target creature you control deals damage equal to twice its power to target creature an opponent controls.,https://scryfall.com/card/msh/180/punishing-punch?utm_source=api,https://cards.scryfall.io/small/front/a/3/a33a4cb4-1b57-47ca-8e5e-58ff46a6e0ce.jpg?1780657807
msh,194,Undercover Skrull,{1}{G},2.0,Creature — Skrull Shapeshifter Villain,common,G,4.0,C,0.5908553409538826,0.02417218313354197,0.6188361234483544,0.569518019973947,5.175841494990431,4.053005866964671,20296,,,"As long as there are two or more creature cards in your graveyard, this creature gets +2/+2 and is all creature types. {T}: Add one mana of any color.",https://scryfall.com/card/msh/194/undercover-skrull?utm_source=api,https://cards.scryfall.io/small/front/9/0/90b9a3c0-3fd6-403e-9d6c-201342fea0ad.jpg?1780920130
msh,166,Epic Fight,{2}{G},3.0,Sorcery,rare,G,3.5,B,0.576163374623368,0.03514548013115326,0.5427603725656224,0.5980066445182725,2.3301749271137027,2.279918864097363,2987,,,Choose one or both — • Double target creature's power and toughness until end of turn. • Target creature you control fights target creature an opponent controls.,https://scryfall.com/card/msh/166/epic-fight?utm_source=api,https://cards.scryfall.io/small/front/d/5/d521b80b-4b0b-4d69-bd95-4c83feaf2145.jpg?1781065469
msh,168,Go Nuts!,{G},1.0,Sorcery,common,G,3.5,C+,0.5848045055778187,0.024361990308737203,0.5660024073826401,0.5975975975975976,6.132620697756373,4.691409010600707,18466,,,"Teamwork 3 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 3 or more.) Choose one. If this spell was cast using teamwork, choose both instead. • Put a +1/+1 counter on target creature. • Target creature you control fights target creature an opponent controls.",https://scryfall.com/card/msh/168/go-nuts!?utm_source=api,https://cards.scryfall.io/small/front/1/5/152a7b5b-2d95-45d3-8fd9-0ca1d5a79f8b.jpg?1780413688
msh,178,Pet Avengers,{3}{G},4.0,Creature — Dragon Cat Dog Bird Frog Hero,common,G,3.5,C,0.5766476221131407,0.007654921383213664,0.5584338540636741,0.589145183175034,8.872121812329784,6.249854619466453,12427,,,Reach Power-up — {6}{G}: Put a +1/+1 counter on this creature and create a 3/2 white Hero creature token with vigilance. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/178/pet-avengers?utm_source=api,https://cards.scryfall.io/small/front/1/0/108a0b92-2134-4776-a2f7-da92050f1b21.jpg?1780925689
msh,161,Ant-Man's Army,{2}{G},3.0,Creature — Insect,common,G,3.0,C-,0.5677761322004833,0.0026661187294459987,0.5692644643183062,0.5666666666666667,8.519056261343012,6.252126145198379,12829,,,"When this creature enters, create a Food token or a Treasure token. (A Food token is an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."" A Treasure token is an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",https://scryfall.com/card/msh/161/ant-mans-army?utm_source=api,https://cards.scryfall.io/small/front/6/1/61a89566-06c1-404f-8217-e5276e2dc5a2.jpg?1780919965
msh,169,Guerrilla Gorilla,{1}{G},2.0,Creature — Ape Soldier Hero,common,G,3.0,D+,0.5665064102564102,0.012840097822828911,0.565880721220527,0.5669848002827854,9.097671136203246,6.32076212223927,9984,,,Reach Sacrifice this creature: Destroy target noncreature artifact or noncreature enchantment. Activate only as a sorcery.,https://scryfall.com/card/msh/169/guerrilla-gorilla?utm_source=api,https://cards.scryfall.io/small/front/a/f/af6bc9d2-5783-489a-8963-af65f54f4f17.jpg?1780919979
msh,170,"Hellcat, Undying Vigilante",{G}{G},2.0,Legendary Creature — Human Hero,uncommon,G,3.0,C,0.5722652164819075,0.025667903954816107,0.5806451612903226,0.5661605206073753,6.255982596084119,4.65219114483071,4781,,,"Haste When Hellcat dies, return her to the battlefield under her owner's control with a +1/+1 counter on her. She loses all abilities and gains haste.",https://scryfall.com/card/msh/170/hellcat-undying-vigilante?utm_source=api,https://cards.scryfall.io/small/front/d/7/d7922c5f-d6ee-4b62-a537-3be5aa280e10.jpg?1780942695
msh,177,"Mole Man, Moloid Master",{2}{G},3.0,Legendary Creature — Human Villain,rare,G,3.0,C,0.5618798955613578,0.02497740990170194,0.5492957746478874,0.5705467372134039,3.277142857142857,3.035438437074057,1915,,,"You may play lands from your graveyard. Landfall — Whenever a land you control enters, create a 1/1 green Minion creature token named Moloid with ""Whenever this token attacks, you may mill a card.""",https://scryfall.com/card/msh/177/mole-man-moloid-master?utm_source=api,https://cards.scryfall.io/small/front/1/b/1b406cc5-75c9-430a-83a2-de0f2a8aeae6.jpg?1780572872
msh,181,Rapid Rescue,{G},1.0,Instant,common,G,3.0,D,0.5735254145148138,0.019344612279730944,0.565438373570521,0.5795724465558195,11.579088832146217,8.209511714615997,3679,,,"Mill two cards. You may put a permanent card from among the milled cards into your hand. You gain 2 life. (To mill two cards, put the top two cards of your library into your graveyard.)",https://scryfall.com/card/msh/181/rapid-rescue?utm_source=api,https://cards.scryfall.io/small/front/d/7/d739e636-681e-4423-84e3-91efd02b2c94.jpg?1780920054
msh,182,"Reptil, Dinomorpher",{G},1.0,Legendary Creature — Human Hero,uncommon,G,3.0,D,0.5602435841670291,0.012525741843377625,0.5607569721115537,0.5598455598455598,8.861858190709047,5.945915172217478,2299,,,"Brontosaurus — {3}: Until end of turn, Reptil becomes a Dinosaur Hero with base power and toughness 3/5 and gains vigilance and reach. Tyrannosaurus Rex — {6}: Until end of turn, Reptil becomes a Dinosaur Hero with base power and toughness 6/6 and gains trample.",https://scryfall.com/card/msh/182/reptil-dinomorpher?utm_source=api,https://cards.scryfall.io/small/front/4/7/472db3f2-23df-46c1-86c6-f35fbe5ab4e3.jpg?1780539505
msh,196,"White Tiger, Ava Ayala",{1}{G},2.0,Legendary Creature — Human Hero,uncommon,G,3.0,B-,0.5727641776356256,0.010125251699820481,0.5634737449509521,0.579669740510401,4.4844144903117105,3.6996722683215952,8129,,,"Power-up — {5}{G}: Put a +1/+1 counter on White Tiger and create The Tiger God, a legendary 4/4 green Cat God creature token with ""The Tiger God can't be blocked by more than one creature."" (Activate each power-up ability only once. Reduce the cost by her mana cost if she entered this turn.)",https://scryfall.com/card/msh/196/white-tiger-ava-ayala?utm_source=api,https://cards.scryfall.io/small/front/c/1/c1589e2e-32a8-48b8-93eb-a9af344e7084.jpg?1781065378
msh,167,Giant Growth,{G},1.0,Instant,common,G,2.5,D+,0.551828608526293,0.015544138279558584,0.5167642362959021,0.5758570386579139,10.91652626742227,7.423229805295425,4621,,,Target creature gets +3/+3 until end of turn.,https://scryfall.com/card/msh/167/giant-growth?utm_source=api,https://cards.scryfall.io/small/front/f/d/fd1f95bf-48ea-455a-8a6c-0249b11c8900.jpg?1780919986
msh,171,"Hercules, Prince of Power",{2}{G},3.0,Legendary Creature — Demigod Warrior Hero,uncommon,G,2.5,C,0.5512089640259485,-0.00946456784157168,0.5398886827458256,0.5595359945411122,6.724032586558045,4.83784965034965,5087,,,"Power-up — {4}{G}: Put a +1/+1 counter on Hercules. He gains vigilance, indestructible, and haste until end of turn. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)",https://scryfall.com/card/msh/171/hercules-prince-of-power?utm_source=api,https://cards.scryfall.io/small/front/d/6/d610d9fe-f8ae-473f-9325-e2f28f7e8a69.jpg?1780544630
msh,176,"Mister Hyde, Monster Within",{2}{G},3.0,Legendary Creature — Human Villain,uncommon,G,2.5,C-,0.5482817869415808,0.0010038499788300737,0.5433901054339011,0.5518783542039356,4.621641791044776,3.6013659237958304,5820,,,"At the beginning of your upkeep, choose one — • Put a +1/+1 counter on Mister Hyde. • Remove a counter from a creature you control. If you do, draw a card.",https://scryfall.com/card/msh/176/mister-hyde-monster-within?utm_source=api,https://cards.scryfall.io/small/front/3/c/3cf30476-ed92-4dc2-86b7-2b5fd60a2de7.jpg?1780920005
msh,184,"Rick Jones, Destined Sidekick",{G},1.0,Legendary Creature — Human Advisor,uncommon,G,2.5,C-,0.5508666164280331,0.0038580694194860765,0.5454545454545454,0.5551075268817204,10.14205853337718,7.139128273118993,1327,,,"{3}, {T}: Mill four cards. You may put a Hero or enchantment card from among those cards into your hand. (To mill four cards, put the top four cards of your library into your graveyard.)",https://scryfall.com/card/msh/184/rick-jones-destined-sidekick?utm_source=api,https://cards.scryfall.io/small/front/2/9/29bffd7c-73be-4185-976b-36a42a4512fe.jpg?1780920066
msh,185,Savage Land Dinosaur,{4}{G}{G},6.0,Creature — Dinosaur,common,G,2.5,D,0.549184043517679,-0.005113203777269648,0.5294846821321055,0.5638424034787192,8.567057291666666,5.997624528128165,13236,,,"Trample Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/msh/185/savage-land-dinosaur?utm_source=api,https://cards.scryfall.io/small/front/5/6/562bd376-3fba-4de0-b9fc-183004b03732.jpg?1780920074
msh,186,Serpent Specialist,{G},1.0,Creature — Human Snake Villain,common,G,2.5,C,0.5598828956706884,0.010477792915709716,0.5667907361455748,0.5546923555003107,8.590379223845359,5.935834469364507,11272,,,Deathtouch Power-up — {3}{G}: Put two +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/186/serpent-specialist?utm_source=api,https://cards.scryfall.io/small/front/7/2/72727c2a-08a9-47bc-a5eb-cda52e21684b.jpg?1780920082
msh,187,"Shang-Chi, Master of Kung Fu",{1}{G},2.0,Legendary Creature — Human Warrior Hero,mythic,G,2.5,C,0.5462794918330308,0.003906610477098615,,0.5553846153846154,2.4705882352941178,2.3365603644646926,1102,,,You may activate abilities of creatures you control as though those creatures had haste. {T}: Add two mana of any one color. Spend this mana only to activate abilities of creature sources.,https://scryfall.com/card/msh/187/shang-chi-master-of-kung-fu?utm_source=api,https://cards.scryfall.io/small/front/2/e/2edbb62f-ad45-4422-850b-68dcc18b4c73.jpg?1780920091
msh,195,Wakandan Royal Guard,{4}{G},5.0,Creature — Human Soldier Hero,common,G,2.5,D+,0.5542142230026339,-0.0007584545929945063,0.5398464389727297,0.564386129334583,9.443303320202588,6.508564625608586,9112,,,"Vigilance When this creature enters, put a +1/+1 counter on target creature. If that creature is another Hero, put two +1/+1 counters on it instead.",https://scryfall.com/card/msh/195/wakandan-royal-guard?utm_source=api,https://cards.scryfall.io/small/front/9/b/9bf0b1e9-32b5-4591-8dd2-6b5f9768c72d.jpg?1780920138
msh,172,Heroic Feast,{2}{G},3.0,Enchantment,rare,G,2.0,D+,0.5416329830234439,0.015847565121843377,0.5143953934740882,0.5614525139664804,4.644398766700925,3.8409525464974794,1237,,,"When this enchantment enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."") Whenever you gain life, choose up to that many target creatures you control. Put a +1/+1 counter on each of them.",https://scryfall.com/card/msh/172/heroic-feast?utm_source=api,https://cards.scryfall.io/small/front/3/2/32d05c3d-cf03-492e-a956-2e77c36e36c4.jpg?1780919992
msh,175,Knight of Wundagore,{1}{G},2.0,Creature — Cat Knight Villain,common,G,2.0,D,0.5343995457556544,-0.010965020394131164,0.5369083803734259,0.5324609964771012,8.670982142857143,6.0070296141190545,10567,,,"Trample Whenever you put a +1/+1 counter on another creature, put a +1/+1 counter on this creature. This ability triggers only once each turn.",https://scryfall.com/card/msh/175/knight-of-wundagore?utm_source=api,https://cards.scryfall.io/small/front/f/3/f3003766-9383-44e0-8b51-35ccbed137ed.jpg?1780920020
msh,190,"The Thing, Ben Grimm",{5}{G},6.0,Legendary Creature — Human Hero,uncommon,G,2.0,C-,0.5391366223908919,0.0025108351850582356,0.5088757396449705,0.5593824228028503,6.457592891760905,4.6272870754661835,4216,,,"Trample Whenever one or more Heroes you control deal damage to a player, put two +1/+1 counters on The Thing.",https://scryfall.com/card/msh/190/the-thing-ben-grimm?utm_source=api,https://cards.scryfall.io/small/front/3/f/3f1933a8-046f-471a-afcf-cfb08ca0d239.jpg?1780413705
msh,191,"Tigra, Feline Fury",{1}{G},2.0,Legendary Creature — Cat Human Hero,uncommon,G,2.0,D+,0.5412445730824892,-0.00964085469647391,0.5669553630912725,0.5214943705220061,7.832922968695041,5.533427610084361,3455,,,"Flash Trample Whenever you gain life, put a +1/+1 counter on Tigra.",https://scryfall.com/card/msh/191/tigra-feline-fury?utm_source=api,https://cards.scryfall.io/small/front/7/3/73c11aea-4fa4-438d-b886-2fafa60c82f9.jpg?1780413713
msh,197,World War Hulk,{3}{G}{G},5.0,Enchantment — Saga,rare,G,2.0,D+,0.5370370370370371,0.011738372244345596,0.5166666666666667,0.552536231884058,2.4722483537158984,2.4133333333333336,1944,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — The next red or green creature spell you cast this turn can be cast without paying its mana cost. II — Put three +1/+1 counters on target creature you control. III — Choose target creature you control. Until end of turn, double its power and toughness and it gains trample.",https://scryfall.com/card/msh/197/world-war-hulk?utm_source=api,https://cards.scryfall.io/small/front/9/0/9032f05b-5c21-4996-90c1-268dc6dffbaa.jpg?1778243944
msh,164,"Doc Samson, Super Psychiatrist",{4}{G},5.0,Legendary Creature — Gamma Doctor Hero,uncommon,G,1.5,D+,0.5257428655486908,-0.002113412206658505,0.5138199858256556,0.53420523138833,7.039082412914189,4.907443546138834,3399,,,"If you would put one or more counters on a permanent you control, put that many plus one of each of those kinds of counters on that permanent instead. {T}: Add X mana of any one color, where X is Doc Samson's power.",https://scryfall.com/card/msh/164/doc-samson-super-psychiatrist?utm_source=api,https://cards.scryfall.io/small/front/1/9/19dc5fcc-d05d-41a0-84c5-2dec996f3e4f.jpg?1780539531
msh,173,"Hulkling, Burgeoning Bruiser",{2}{G},3.0,Legendary Creature — Kree Skrull Hero,uncommon,G,1.5,D+,0.5272962483829237,-0.01042135316446513,0.5410599883517764,0.5162942271880819,6.611044417767107,4.7358985814810675,3865,,,"Vigilance Whenever another creature you control enters, if it has greater power or toughness than Hulkling, put a +1/+1 counter on Hulkling.",https://scryfall.com/card/msh/173/hulkling-burgeoning-bruiser?utm_source=api,https://cards.scryfall.io/small/front/9/0/9018477f-a67b-4fa4-8661-11ab91fae863.jpg?1780919998
msh,179,Powerful Broker,{2}{G},3.0,Creature — Human Villain,common,G,1.5,D+,0.5208775654635527,-0.025512554865769643,0.5253405994550409,0.5174708818635607,10.646679658222155,7.271719510949153,4239,,,"{T}: For each kind of counter on target permanent or player, give that permanent or player another counter of that kind. Activate only as a sorcery.",https://scryfall.com/card/msh/179/powerful-broker?utm_source=api,https://cards.scryfall.io/small/front/8/0/801f0417-b663-4e28-9a61-9570061654d7.jpg?1780920030
msh,183,Restorative Technique,{2}{G},3.0,Sorcery,common,G,1.5,D+,0.5285201435979258,0.01658564456933842,0.5133517495395948,0.5401125967628431,10.00819529206626,6.682241472658365,5014,,,"Target player gains 2 life, then searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles. Put a +1/+1 counter on up to one target creature.",https://scryfall.com/card/msh/183/restorative-technique?utm_source=api,https://cards.scryfall.io/small/front/d/b/dbe9102d-b92b-4c32-93f6-5b6dc0fa08e6.jpg?1780920044
msh,192,Training Regimen,{3}{G},4.0,Enchantment,uncommon,G,1.5,C-,0.5288002247822422,0.00391334695418788,0.5124411566913248,0.5405405405405406,6.30877034358047,4.51987396994668,3559,,,"Creatures you control with +1/+1 counters on them have trample. At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.",https://scryfall.com/card/msh/192/training-regimen?utm_source=api,https://cards.scryfall.io/small/front/a/2/a27aee6d-1fc3-4307-bb16-b964d723fe2f.jpg?1780920120
msh,162,Call Damage Control,{1}{G},2.0,Sorcery,common,G,1.0,D,0.5103626943005182,-0.022085313717522426,0.47331583552055995,0.5375240538806928,11.407596041909196,7.880134459293269,2702,,,Choose up to two. Return those cards from your graveyard to your hand. • Target artifact card. • Target creature card. • Target enchantment card. • Target land card.,https://scryfall.com/card/msh/162/call-damage-control?utm_source=api,https://cards.scryfall.io/small/front/d/e/de1ed886-c33b-4cfd-8442-944cec654a8b.jpg?1780919973
msh,163,Claim the Kingdom,{1}{G},2.0,Enchantment — Plan,uncommon,G,1.0,D+,0.5137254901960784,-0.00197802739186137,0.5293706293706294,0.5018567639257294,6.319545454545454,4.544359647030766,3315,,,"Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature you control and a plan counter on this enchantment. When the fourth plan counter is put on this enchantment, sacrifice it. When you do, put an indestructible counter on target creature you control.",https://scryfall.com/card/msh/163/claim-the-kingdom?utm_source=api,https://cards.scryfall.io/small/front/c/f/cf13bfb1-5b44-4363-8de9-ece234233870.jpg?1780572431
msh,189,Super Strength,{4}{G},5.0,Enchantment — Aura,common,G,1.0,D-,0.5099526066350711,0.01754216340495579,,0.5366218236173393,12.139367575706876,8.217856197033898,1055,,,"Enchant creature Enchanted creature gets +4/+4 and has trample and ward {1}. (Whenever enchanted creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)",https://scryfall.com/card/msh/189/super-strength?utm_source=api,https://cards.scryfall.io/small/front/1/d/1d24d200-63d4-44cf-8d3a-6c6ece5e16ff.jpg?1780920111
msh,205,Avengers: Under Siege,{2}{B}{R},4.0,Enchantment — Saga,rare,BR,5.0,B,0.6420345489443378,0.13220653911632796,0.6507293354943274,0.6363636363636364,2.4183400267737616,2.4571271022883927,3126,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Create two 2/1 black Villain creature tokens with menace. II — This Saga deals 2 damage to each non-Villain creature and each opponent. III — Create a Treasure token for each Villain you control.",https://scryfall.com/card/msh/205/avengers:-under-siege?utm_source=api,https://cards.scryfall.io/small/front/3/c/3c379a3f-bde1-4dc1-9843-afcb5f40792f.jpg?1781065596
msh,49,Bruce Banner // The Incredible Hulk,{U} // {2}{R}{R}{G}{G},1.0,Legendary Creature — Human Scientist Hero // Legendary Creature — Gamma Berserker Hero,mythic,UGR,5.0,B,0.6304937601736299,0.08113753699766424,0.6333789329685362,0.6285971223021583,1.8339920948616601,1.933384379785605,1843,,,"{X}{X}, {T}: Draw X cards. Activate only as a sorcery. {2}{R}{R}{G}{G}: Transform Bruce Banner. Activate only as a sorcery. // Reach, trample Enrage — Whenever The Incredible Hulk is dealt damage, put a +1/+1 counter on him. If he's attacking, untap him and there is an additional combat phase after this phase.",https://scryfall.com/card/msh/49/bruce-banner-the-incredible-hulk?utm_source=api,https://cards.scryfall.io/small/front/e/0/e0dbbdcf-84e1-494f-8b8c-0a094f603fa9.jpg?1778243776
msh,211,"Cloak and Dagger, Entwined",{1}{W}{B},3.0,Legendary Creature — Human Hero,rare,BW,5.0,B,0.6265976871576384,0.07702763151778003,0.6205287713841369,0.6305,2.7886962106615285,2.7942428035043805,3286,,,"Deathtouch, lifelink When Cloak and Dagger enter, choose target opponent and up to one target creature they control. They reveal their hand. You may exile a nonland card from their hand or the chosen creature until Cloak and Dagger leave the battlefield.",https://scryfall.com/card/msh/211/cloak-and-dagger-entwined?utm_source=api,https://cards.scryfall.io/small/front/f/a/fa01d35f-1064-4a7c-9475-4504566df850.jpg?1780920153
msh,18,Jennifer Walters // The Sensational She-Hulk,{1}{W} // {3}{G}{W}{W},2.0,Legendary Creature — Human Advisor Hero // Legendary Creature — Gamma Hero,mythic,WG,5.0,B,0.6505242136794808,0.08034512163449947,0.6479791395045632,0.6521035598705501,1.484,1.5153488372093022,2003,,,"Your opponents can't cast spells during your turn. {3}{G}{W}{W}: Transform Jennifer Walters. Activate only as a sorcery. // Reach, trample Your opponents can't cast spells during your turn. Whenever a creature you control is dealt damage, you may have The Sensational She-Hulk deal that much damage to any target. Do this only once each turn.",https://scryfall.com/card/msh/18/jennifer-walters-the-sensational-she-hulk?utm_source=api,https://cards.scryfall.io/small/front/6/1/61237530-ad49-469c-a952-67c92315708e.jpg?1780666746
msh,23,"Monica Rambeau // Photon, Living Light",{2}{W} // {2}{R}{W}{W},3.0,Legendary Creature — Human Hero // Legendary Creature — Elemental Hero,mythic,WR,5.0,A,0.641491395793499,0.08914054632688506,0.6263871763255241,0.6510538641686182,1.4759493670886077,1.5148325358851675,2092,,,"Flying, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) {2}{R}{W}{W}: Transform Monica Rambeau. Activate only as a sorcery. // Flying, hexproof, prowess Whenever you cast a noncreature spell, put a +1/+1 counter on each other creature you control.",https://scryfall.com/card/msh/23/monica-rambeau-photon-living-light?utm_source=api,https://cards.scryfall.io/small/front/3/f/3f995518-b12a-4623-9ab3-b79a5cef3cba.jpg?1780463659
msh,212,The Coming of Galactus,{2}{B}{B}{G},5.0,Enchantment — Saga,mythic,BG,5.0,A-,0.6354651162790698,0.12387947338947414,0.6257861635220126,0.6411439114391144,1.5663474692202461,1.6923076923076923,1720,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) I — Destroy up to one target nonland permanent. II, III — Each opponent loses 2 life. IV — Create Galactus, a legendary 16/16 black Elder Alien creature token with flying, trample, and ""Whenever Galactus attacks, destroy target land.""",https://scryfall.com/card/msh/212/the-coming-of-galactus?utm_source=api,https://cards.scryfall.io/small/front/0/4/04a38b92-619e-4fe8-b0cb-6fa31f0824ff.jpg?1778243954
msh,222,"The Mighty Thor, Jane Foster",{1}{W}{U},3.0,Legendary Creature — Human God Hero,rare,UW,5.0,B,0.6287861534957868,0.05755462640219078,0.6440476190476191,0.6193286610106972,2.188679245283019,2.261144578313253,4391,,,"Flying Whenever The Mighty Thor attacks, exile up to one target nontoken artifact or creature, then return that card to the battlefield tapped under its owner's control. Whenever an Equipment you control enters, draw a card.",https://scryfall.com/card/msh/222/the-mighty-thor-jane-foster?utm_source=api,https://cards.scryfall.io/small/front/0/8/082cc8cc-bbea-4ca7-a0e8-da1f865d6626.jpg?1780657826
msh,231,The Super Hero Civil War,{3}{R}{W},5.0,Enchantment — Saga,rare,RW,5.0,A,0.7045056867891514,0.16785236970748674,0.6824324324324325,0.7185264663805436,1.6619156214367161,1.710261569416499,4572,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Gain control of up to two target creatures with total mana value 6 or less for as long as this Saga remains on the battlefield. II — Creatures you control get +1/+1 and gain vigilance until end of turn. III — Target creature you control fights up to one other target creature.",https://scryfall.com/card/msh/231/the-super-hero-civil-war?utm_source=api,https://cards.scryfall.io/small/front/f/b/fbd1f333-5640-41f8-b9dd-1c322ac7724a.jpg?1780539596
msh,237,Vision Quest,{X}{U}{R},2.0,Sorcery,rare,RU,5.0,C+,0.6241930003397893,0.08011239580578422,0.5917808219178082,0.6433982683982684,4.24235294117647,3.9301470588235294,2943,,,"Search your library and/or graveyard for an artifact creature card with mana value X or less and put it onto the battlefield with X additional +1/+1 counters on it. If X is 4 or greater, it gains haste until end of turn. If you search your library this way, shuffle.",https://scryfall.com/card/msh/237/vision-quest?utm_source=api,https://cards.scryfall.io/small/front/c/0/c01afea6-645d-4d4f-bdaa-90794a628bcd.jpg?1780920186
msh,240,"Wolverine, Fierce Fighter",{2}{R}{G},4.0,Legendary Creature — Mutant Berserker Hero,rare,GR,5.0,B+,0.6327106097990836,0.09849053724769297,0.620242214532872,0.6412849494348603,2.1503976861894434,2.222082018927445,2837,,,"Haste When Wolverine enters, he fights up to one other target creature. If damage would be dealt to Wolverine, instead that damage is dealt, but all other damage already dealt to him is healed.",https://scryfall.com/card/msh/240/wolverine-fierce-fighter?utm_source=api,https://cards.scryfall.io/small/front/c/1/c1c7aa22-51b0-45ee-9a8e-5493a1820d8c.jpg?1780458400
msh,199,Absorbing Man,{1}{G}{U},3.0,Legendary Creature — Human Villain,rare,GU,4.5,B-,0.610318331503842,0.06783826551538996,0.6160962072155411,0.6065375302663438,3.6474442988204454,3.4208588957055213,2733,,,"Vigilance At the beginning of your first main phase, until your next turn, Absorbing Man becomes a copy of up to one target artifact, non-Aura enchantment, or land, except his name is Absorbing Man, he's a legendary 4/4 Human Villain creature in addition to his other types, and he has vigilance.",https://scryfall.com/card/msh/199/absorbing-man?utm_source=api,https://cards.scryfall.io/small/front/7/1/7114ef87-53ff-43e9-864c-9faa455d86ef.jpg?1780572929
